Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
572	2018	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	University of Washington	B. Kleindl's Thesis	BB2	47.743971	-122.062569	56.5																													
573	2019	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	University of Washington	B. Kleindl's Thesis	BB3	47.736235	-122.066538	40.3																													
574	2020	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	University of Washington	B. Kleindl's Thesis	BB4	47.718858	-122.076237	39																													
575	2944	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	Stormwater Retrofit	Bear_SWS_1	47.749770	-122.044288																										35				
576	1914	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	KC Historical	bear09	47.675340	-122.107142		32.6			33.8	49	51.4		40.1																					
577	1251	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	City of Redmond	Annual Benthic Monitoring	BearCr188	47.688600	-122.089700																	56.9													
578	2251	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	Bear Creek BP	BearHW	47.786998	-122.074108																					25.7									
579	360	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	Snohomish County	Ambient	BEARHW	47.786998	-122.074108												19.6			25.3				36.4											
580	1609	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	City of Redmond	City of Redmond Annual Benthic Monitoring	BearRed215	47.677400	-122.099137																		25												
581	1610	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	City of Redmond	City of Redmond Annual Benthic Monitoring	BearRed223	47.717900	-122.077000																		70.9												
582	2541	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	City of Redmond	Status and Trends	RSM06600-165607	47.668000	-122.117000																						40.8								
583	2542	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	City of Redmond	Status and Trends	RSM06600-193111	47.677582	-122.098000																						52.4								
584	913	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	WRIA08_WS_Survey	WAM06600-013031	47.683060	-122.091069																44.7	47.9	48.1	69.7	48.6										
585	914	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	WRIA08_WS_Survey	WAM06600-017111	47.687881	-122.089474																57	55.1	57.4	53.4	66.5	48.6	39.4								
586	918	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	WRIA08_WS_Survey	WAM06600-036971	47.746991	-122.060936																63.9	68.3	68.8	75.5	68	75.4	72.9								
587	926	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	WRIA08_WS_Survey	WAM06600-057527	47.693670	-122.092013																54.1	53.9	58.3	67.9	79.6										
588	936	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	WRIA08_WS_Survey	WAM06600-111639	47.685836	-122.081748																56.7	70.2	48.2	61.5	81.4										
589	111	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cold Creek	King County - DNRP	Ambient Monitoring	08BEA3321	47.754916	-122.104024									62.3	50.6		59.2	60.5	80	53.1	68.3	56.6	63.8		54.9	59.8	50.9	65.3	67.9	75.5	65.1	60	61.6	69.7	58.7
590	119	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Colin Creek	King County - DNRP	Ambient Monitoring	08BEA3914	47.733020	-122.059980									64												62.4	57.1	79.2	58.7	71.4	87.5	72.3	79.9	72.5	40
591	2660	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Colin Creek	City of Redmond	RPWS	COLIN-1	47.714500	-122.040400																							22.3		38.5	67.6	48.6		23.8	26.5
592	70	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Colin Creek N	King County - DNRP	UPD	CLN_UPD	47.722456	-122.037107						20.3	42.1	31.8					26		28.6	50.9	46.6													
593	71	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Colin Creek S	King County - DNRP	UPD	CLS_UPD	47.717908	-122.039478				49.5		44.6	49	69.1					58.1		59.3		52.5													
594	114	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek	King County - DNRP	Ambient Monitoring	08BEA3571	47.744769	-122.088883									45.1	53.6		36.7	47.7	42.4	33.3	34.1	17.1	51	37.5	41.8	36.4	27.8	37.4	35.2		41.1	35.1	42.6	44.8	22.3
595	1911	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek	King County - DNRP	KC Historical	bear01	47.717988	-122.086273		68.6	57.3			59.8	66.6		43.3																					
596	278	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek	King County - Roads	ESA Water Quality	E1168	47.743005	-122.084012						26.8	68.8	51.6	41	50.9	39.2	51.4	45.6	66.2	50.8	63.9	58.6													
597	2243	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek	King County - DNRP	Bear Creek BP	E1168	47.743005	-122.084012																					56.3	50.7								
598	2213	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek	King County - DNRP	Bear Creek BP	NPDESBP1	47.717870	-122.086298																					58.1	51.1								
599	929	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-076119	47.725774	-122.079922																83.2	62.7	75.4	85.3	85.7	79.6	59.6								
600	277	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek tributary	King County - Roads	ESA Water Quality	E1264	47.730382	-122.079114						32.5	27.7	48.9	74.8	50.6	62.5	60.3	39.9	71	70.7	76.5	84.5													
601	2245	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek tributary	King County - DNRP	Bear Creek BP	E1264	47.730382	-122.079114																					67.7	76.4								
602	112	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Daniels Creek	King County - DNRP	Ambient Monitoring	08BEA3325	47.759877	-122.098845									42.2	55.9				49.4																
603	1916	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Daniels Creek	King County - DNRP	KC Historical	bear13	47.760170	-122.100291		39.7		29.6		42.4	38.5																							
604	113	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	King County - DNRP	Ambient Monitoring	08BEA3478	47.694994	-122.089180		57.2			78.7	65.3	64		47.7	74.7		62.1	43.2	75	75.2	69.9	63.4	66.7	70.3	79.1	40.4	61.2								
605	632	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	City of Redmond	Annual Benthic Monitoring	MackRed106	47.694147	-122.090686												59.4	67.5	56.8																
606	633	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	City of Redmond	Annual Benthic Monitoring	MackRed107	47.696021	-122.081867												75.7	82.2	75.2	80.7	65.9	70.1	58.1	55.6	52.7	78.3		81.2	62.1						
607	2238	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	King County - DNRP	Bear Creek BP	MackRed107	47.696021	-122.081867																						80.5								
608	634	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	City of Redmond	Annual Benthic Monitoring	MackRed108	47.695956	-122.079117												73.6	70.5	79.8																
609	1608	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	City of Redmond	City of Redmond Annual Benthic Monitoring	MacRed212	47.694974	-122.056067																		56.5	61.8	24.8		51.3	64.9		43.6	68.6	83.4	83.6	77.8	53.6
610	938	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-122423	47.697796	-122.066282																53.3	62	48.4	67.1	60.2	58.7	60								
611	110	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	King County - DNRP	Ambient Monitoring	08BEA3312	47.703496	-122.092540									74.3	60.4		25.3	78.1	61.7	55.6	79.9	43.5	57.2	46.5	49.3	55.6	62.1	54.8	54.7	57.5	56.3	43.9	31.5	24	53.4
612	2664	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-1	47.703400	-122.092800																							41.5	51.9	53.5	48.6	51.6	53.1	39.6	38.2
613	2665	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-2	47.705400	-122.100000																							53.9	12.8	74	35.9	28.6	48.6	32.3	34.3
614	2666	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-3	47.704000	-122.102200																							5.9	7.4	30.3	15.3	14.5	22.5	20.4	20.2
615	2667	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-4	47.703700	-122.102900																							13.8	49.2	36.5	40.2	18	31.9	19.4	15.9
616	2668	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-5	47.709100	-122.104000																							31.2	41.7	52.9	50.3	24.2		9.4	21.7
617	628	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	Annual Benthic Monitoring	MontRed35	47.703437	-122.092300												75.7	80.1	63.2	70.6	56.5	37.5	58.9	34.2	29.9	34.6	47.7	47.9							
618	629	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	Annual Benthic Monitoring	MontRed94	47.704047	-122.095275												64.8	71.4	54																
619	2242	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	King County - DNRP	Bear Creek BP	MontRed94	47.704047	-122.095275																					56	69.5								
620	644	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Perrigo Creek	City of Redmond	Annual Benthic Monitoring	PerrRed182	47.688266	-122.104142															51.7	58.3	46.5	45.9	34.6	43.3	28.3	24.1	37.6	48	43	64.1	56	58.8	50.6	58.1
621	521	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Regulatory Effectiveness	02O	47.711746	-122.052054															57.7	62.1	72.9	54.8	64.6		43	47.9			44.9	55	68	72.3	73	
622	522	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Regulatory Effectiveness	02P	47.706608	-122.054366															38	30.8	38.7	27.4	32.5		54.3	59.4			76.5	65.2	74.3	79.5	88.6	
623	116	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Ambient Monitoring	08BEA3737	47.718328	-122.073941									50.1	62.8		58.9	65.2	70.5	79.7	86.2	79.9	62.4	86.7	71	65.2	67.6	76.6	56.6	70.5	86.1	66.1	92	78.2	67.1
624	1871	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	City of Redmond	City of Redmond Annual Benthic Monitoring	ESDAM234	47.712068	-122.055451																				18.2										
625	2214	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Bear Creek BP	NPDESBP7	47.717670	-122.071069																					72.5	64.2								
626	2215	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Bear Creek BP	NPDESBP8	47.713362	-122.058860																					63.5	69.1								
627	2669	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	City of Redmond	RPWS	SIDL-1	47.712800	-122.056100																							44.2	51.4	60.4	43.9	44.5	40.8	26	21.4
628	2670	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	City of Redmond	RPWS	SIDL-2	47.711800	-122.052000																							58.8	45.9	47	58.4	44.5	35.3	39.6	58.2
629	2671	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	City of Redmond	RPWS	SIDL-3	47.706600	-122.054400																							41.8	46.5	42.2	56.5	58.7	40	37.4	23
630	2711	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - DNRP	Restoration and Protection of Select B-IBI Basins - King County riffle method	08ST01	47.687381	-122.076594																								58.8	81.3					
631	635	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	City of Redmond	Annual Benthic Monitoring	BCRed137	47.685696	-122.082001												57.8	56.7	43.7																
632	279	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	ESA Water Quality	E2897	47.685647	-122.082046							28.5	59.6	58.9	45.9	41.6	46.3	49.6	50.1	55.1	52.1	58.8													
633	1783	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Lower	47.685850	-122.081875																			68.5	83.9	52.3	27	34.2		65.3	62.9	74.5	55.9	65.2	57.1
634	947	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Middle	47.686306	-122.080869																57.7	76.5	61.5	63.1	65.6	55.8	39.4	48.1		79.1	63.1	66.4	65.7	55.7	67.9
635	1958	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Ponds-Reach #1	47.684847	-122.086897																				6.1	17.8	6.9	4.7		13.5	9.7	8.3	13.8	8.1	2.3
636	1959	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Ponds-Reach #2	47.685453	-122.082442																				54.1	48.8	60.7	44.4		62.6	61.9	47.4	51.3	62	44.4
637	946	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Upper	47.687381	-122.076594																76	61.2	65.8	69.3	24.3	55.3	48.3	23.4	29.2	55.6	66	26.4	42.5		
638	118	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Struve Creek	King County - DNRP	Ambient Monitoring	08BEA3826	47.733600	-122.058810									73.6	61.6		72.8	79	88.1	70.3	75.6	72.1	63.5	81.3	68.3	81.8	71.6	81.8	72.1	76.9	89.8	87	80.5	71.2	70.8
639	276	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Struve Creek	King County - Roads	ESA Water Quality	E1261	47.752179	-122.053336											58.7	59.3	37.6	64	30.7	64.9	60.3													
640	2244	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Struve Creek	King County - DNRP	Bear Creek BP	E1261	47.752179	-122.053336																					67.1	55.9								
641	630	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Tylers Creek	City of Redmond	Annual Benthic Monitoring	EssexRed105	47.696571	-122.093974												19.9	20.1	38				13	19.5	6.6		33.3								
642	631	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Tylers Creek	City of Redmond	Annual Benthic Monitoring	EssexRed98	47.697314	-122.095988												12.8																		
643	2676	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Tylers Creek	City of Redmond	RPWS	TYLR-1	47.696400	-122.093500																							18.1	20.8	40.6	22.3	3.9	26.5	18.8	13.4
644	2677	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Tylers Creek	City of Redmond	RPWS	TYLR-2	47.698900	-122.098700																							3.1	6.5	10.5	11.1	18.6	8.1	5.1	10.6
645	165	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	King County - DNRP	Ambient Monitoring	08LAK3627	47.608584	-122.071866									52.9	49.7		47.8	44.2	57.2	58	37.7	39.8	47.8	44.3	43.5	40.1	34.5	61.5	59.2	41.5	53.3	42.8		48.9	64.1
646	2008	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	King County - DNRP	KC Historical	A685 Ebright	47.608461	-122.072820								60																						
647	3025	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	City of Sammamish	WQ Expansion	EBR	47.601558	-122.063481																											12.9		23.5	
648	2392	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	City of Sammamish	Ebright Creek Macroinvertebrate Inventory	Ebright01	47.608628	-122.070123																						40.6	32.1	37	38.8					
649	2393	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	City of Sammamish	Ebright Creek Macroinvertebrate Inventory	Ebright02	47.607807	-122.066965																						53.7	52.6	46.4	53.1					
650	2394	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	City of Sammamish	Ebright Creek Macroinvertebrate Inventory	Ebright03	47.606359	-122.066270																						58.5	56.3	42.2	50.1					
651	2395	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	City of Sammamish	Ebright Creek Macroinvertebrate Inventory	Ebright04	47.605222	-122.065456																						58.1	59.8	53.4	58.5					
652	166	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Eden/George Davis Creek	King County - DNRP	Ambient Monitoring	08LAK3628	47.615284	-122.066971									55.9			57.3	47.1	46.4	43.5	46.7	16.8	21.8	43	57.3	71.7	65.3	72.1	56.2	65.9	66.1	66.2	61.1	63.5	20.8
653	1985	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Eden/George Davis Creek	King County - DNRP	KC Historical	A690 Eden	47.615637	-122.068039								35.9																						
654	168	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Laughing Jacobs Creek	King County - DNRP	Ambient Monitoring	08LAK3879	47.565113	-122.050183									46.2	46.9		55.9	55.7	55.8	43.2	65.6	55.8	64.1	52.9	59.9	61.7	47.5	56.2	40.3	57.3	40.4	53.6	67.1	50.4	42.8
655	3024	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Laughing Jacobs Creek	City of Sammamish	WQ Expansion	LJU	47.578403	-122.025125																											1.6	6.1	1.9	
656	169	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Many Springs Creek	King County - DNRP	Ambient Monitoring	08LAK3880	47.569898	-122.053288									49	74.3		58.2	86.2	47.4	40.9	57.3	34	39.4			47.8			39.8	53.2	55.5	75.8	68.5	53.9	58.6
657	163	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Pine Lake Creek	King County - DNRP	Ambient Monitoring	08LAK3540	47.600939	-122.080335									29.7	51.4		15.7	31.6	39.6	26.3	31.9	31	28	26	27.3	48.3	29.9	45.4	19.8	32.3	31.8	46.3	39	49.7	46.1
658	1984	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Pine Lake Creek	King County - DNRP	KC Historical	A680 Pine Lake	47.600920	-122.080051								52																						
659	3026	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Pine Lake Creek	City of Sammamish	WQ Expansion	PINE	47.590876	-122.060496																											14.5		7.2	
660	3237	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Zackuse Creek	Snoqualmie Tribe	Zackuse Creek 2022	Zackuse_lower	47.610080	-122.069090																													25.3	
661	3238	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Zackuse Creek	Snoqualmie Tribe	Zackuse Creek 2022	Zackuse_upper	47.609950	-122.065740																													26.8	
662	3027	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Zackuse Creek	City of Sammamish	WQ Expansion	ZAK	47.610670	-122.069360																											47.5	22.4	21.9	38.6
663	941	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek	King County - DNRP	Ambient Monitoring	08EVA3474	47.678827	-122.092251									12.9																					
664	141	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek	King County - DNRP	Ambient Monitoring	08EVA3555	47.674620	-122.081052				33.5		50.4	52.6		61.5	63.4		46	32.8	42	30.8	10.9	12.1	63.9	60.1	50.9	45.6	35								
665	146	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek	King County - DNRP	Ambient Monitoring	08EVA3897	47.651634	-122.050406									44.2				69.4	65																
666	1913	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek	King County - DNRP	KC Historical	bear08	47.651357	-122.050369			54.1		41.9	58.4	75																							
667	1915	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek	King County - DNRP	KC Historical	bear11	47.649140	-122.028706		58.9																												
668	72	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek	King County - DNRP	UPD	EVE_UPD	47.671778	-122.017923				13.5		23.6	40.4	30.2					48		57.6		39.6													
669	73	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek	King County - DNRP	UPD	EVM_UPD	47.667264	-122.021843				41.8		32	56.2	59.5					48.8		74.7															
670	144	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0107)	King County - DNRP	Ambient Monitoring	08EVA3642	47.679720	-122.077850									45.3			62.5	46.7	72.2	57.2	64	62.5	52.8	61.7	78.3	48.1	70.5	70.2	73.1	74.9	66.8	64.5	59.9	53.6	62.3
671	2258	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0107)	King County - DNRP	Stormwater Retrofit	Evans Creek Trib #0107	47.679550	-122.078200																					39.5	55.7								
672	143	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	King County - DNRP	Ambient Monitoring	08EVA3640	47.674662	-122.072706									50.2	45.8		49.8	49.5	68.2	29.2	48.7	67.4	54.9	52.2	60.8	56.8	51.9	31.4	71.5	55.2	41.7	61.9	37.4	50.2	60
673	300	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	King County - Roads	ESA Water Quality	E882	47.672051	-122.079016						2.5	15.8	24.3	31.7	38.4	11.5	41.3	64.5	50.6	48.2	44.7	40.7													
674	2659	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	City of Redmond	RPWS	EVALSS	47.675000	-122.072700																							41.5	37	36.1	49.3	16.1	61.9		
675	2663	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	City of Redmond	RPWS	EVAMS	47.673300	-122.063200																							59.7	53.3	38.9	77.3	59.9	64.2		
676	2229	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	King County - DNRP	Stormwater Retrofit	Evans Creek Trib #0108	47.672350	-122.077740																				63.4	62.3	36.6	42	50.8	47.7					
677	145	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108A)	King County - DNRP	Ambient Monitoring	08EVA3813	47.673410	-122.063447									59.4	28.3		67.8	62.4	33.9	57.8	55.1	61.7	66.6	70.6	64.2	46.1	80.6	72.9	63.1	44.6	71.9	72.5	77.5	67	62.8
678	149	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0111A)	King County - DNRP	Ambient Monitoring	08EVA4249	47.638980	-122.024276									53.6	24.4		59.8	41.9																	
679	1912	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0111A)	King County - DNRP	KC Historical	bear05	47.638663	-122.024473		67.7		41.7		66	77.5																							
680	142	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0111E)	King County - DNRP	Ambient Monitoring	08EVA3637	47.652960	-122.068410									40.8	11.9				41.1	25.3	32.5	41.1	26.5		41.2	32.5	45.3	55.1	35.5	52	54.7	49.2	36.4	47	53.8
681	148	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0112)	King County - DNRP	Ambient Monitoring	08EVA4165	47.650090	-122.026425														10																
682	147	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Rutherford Creek	King County - DNRP	Ambient Monitoring	08EVA4077	47.651647	-122.041530		20.5							68						46.8		57.9	64.5	78.3	84.1	84.1									
683	301	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Rutherford Creek	King County - Roads	ESA Water Quality	E892	47.651716	-122.039827						37.6	40.6	66.7	55.3		10	41.3	18.5	69.4	62.3		54.8													
684	74	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Rutherford Creek	King County - DNRP	UPD	RTH_UPD	47.666447	-122.039664						39.3	32.1	50.9				50.2	42.4		59		64.6													
685	1930	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Black Nugget Creek	King County - DNRP	KC Historical	issaq08	47.550459	-122.009355			95.6		88			69.6	58.5																					
