Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	2021	2022	2023	2024
125	476	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Project Evaluation	SFCT	47.706912	-122.290087	10.4	16.4	7.3	
126	3486	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	Sno-King Watershed Council	Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties	TCA001	47.703920	-122.310570				9.8
127	467	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TMMA1199	47.706374	-122.290034	16.9		13.6	
128	46	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TMMA3168	47.696096	-122.276095	11.2		14.3	
129	47	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TMMA8751	47.705096	-122.287017	17.6		16.3	
130	49	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TNMA0609	47.724785	-122.314558	14.1		6.2	
131	51	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TNMA7673	47.723404	-122.318472	6.3		6.4	
132	53	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TSMA6612	47.706561	-122.318321	3.8			
133	54	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Thornton Creek Subbasin	Thornton Creek	City of Seattle	Status & Trends	TSMA7774	47.704987	-122.298361	8.6		20	
134	128	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	Upper Cedar River Subbasin	Rock Creek (Upper Cedar)	King County - DNRP	Ambient Monitoring	08CED5032	47.415086	-121.887131	97.4	15.3	99.5	
135	198	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle N Subbasin	Ravenna Creek	King County - DNRP	Ambient Monitoring	08WES0622	47.673452	-122.310727	18.1	16.7	12.5	
136	207	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Lake Washington tributary	King County - DNRP	Ambient Monitoring	08WES1579	47.483496	-122.227268	5	1.8	7.2	
137	206	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Lake Washington tributary (0464B)	King County - DNRP	Ambient Monitoring	08WES1490	47.503982	-122.227702	4.7	9.8	8.9	
138	203	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Mapes Creek	King County - DNRP	Ambient Monitoring	08WES1037	47.518425	-122.268797	36.7	40.8		
139	2358	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Mapes Creek	City of Seattle	Project Evaluation	MA01	47.523639	-122.263647	5.7	8.3	16.4	
140	39	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Mapes Creek	City of Seattle	Status & Trends	MAMA6255	47.514485	-122.267667		15.7		
141	205	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Taylor Creek (W Lake Washington)	King County - DNRP	Ambient Monitoring	08WES1340	47.507869	-122.247582	18	16.7	28.4	
142	22	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Taylor Creek (W Lake Washington)	City of Seattle	Status & Trends	TA03	47.508725	-122.248071		32.5		
143	516	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Taylor Creek (W Lake Washington)	City of Seattle	Status & Trends	TAEF6250	47.502649	-122.245946		31.9		
144	2984	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Taylor Creek (W Lake Washington)	City of Seattle	Project Evaluation	TAMA_CONF	47.503428	-122.246800	31.6	23.1	37.1	
145	2600	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Taylor Creek (W Lake Washington)	City of Seattle	Project Evaluation	TAMA_MOUTH	47.512192	-122.246307	28.6	26.9	26.7	
146	43	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Taylor Creek (W Lake Washington)	City of Seattle	Status & Trends	TAMA7468	47.506984	-122.247134		14.7		
147	44	WRIA 8 - Cedar-Sammamish	Cedar River / Lake Washington Basin	W Lake Washington - Seattle S Subbasin	Taylor Creek (W Lake Washington)	City of Seattle	Status & Trends	TAWF4847	47.503047	-122.246759		22.7		
148	3219	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Boeing Creek Subbasin	Boeing Creek	University of Washington	Boeing Creek - Hidden Lake Dam Removal Biomonitoring	BC-DS1	47.750185	-122.371428		12.3		
149	3220	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Boeing Creek Subbasin	Boeing Creek	University of Washington	Boeing Creek - Hidden Lake Dam Removal Biomonitoring	BC-DS2	47.749059	-122.373656		21.5		
150	3217	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Boeing Creek Subbasin	Boeing Creek	University of Washington	Boeing Creek - Hidden Lake Dam Removal Biomonitoring	BC-US1	47.753380	-122.368150		25.8		
151	3218	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Boeing Creek Subbasin	Boeing Creek	University of Washington	Boeing Creek - Hidden Lake Dam Removal Biomonitoring	BC-US2	47.754102	-122.365334		24.9		
152	526	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Pipers Creek Subbasin	Mohlendorph Creek	City of Seattle	Project Evaluation	MOHL	47.712560	-122.370743	20.6		7.8	
153	55	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Pipers Creek Subbasin	Pipers Creek	City of Seattle	Status & Trends	PI01	47.710954	-122.372315	17.2		20	
154	56	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Pipers Creek Subbasin	Pipers Creek	City of Seattle	Status & Trends	PI02	47.705213	-122.364284	23.5		11.8	
155	40	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Pipers Creek Subbasin	Pipers Creek	City of Seattle	Project Evaluation	PIMA6462	47.710676	-122.370107	6.3		11.1	
156	41	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Pipers Creek Subbasin	Pipers Creek	City of Seattle	Status & Trends	PIMA7729	47.707693	-122.365004	7.3		4.3	
157	42	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Pipers Creek Subbasin	Venema Creek	City of Seattle	Project Evaluation	PIVE1895	47.711465	-122.371743	23.8		23.6	
158	527	WRIA 8 - Cedar-Sammamish	Puget Sound (Cedar-Sammamish) Basin	Pipers Creek Subbasin	Venema Creek	City of Seattle	Project Evaluation	VENE	47.712379	-122.369959	31		31.2	
159	140	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	Ambient Monitoring	08BEA3474	47.677597	-122.098301	44.8		40	
160	115	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	Ambient Monitoring	08BEA3650	47.717871	-122.076997	67.4	58.3	56.7	
161	117	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	King County - DNRP	Ambient Monitoring	08BEA3747	47.758758	-122.057993	46.8	49	46.3	
162	3031	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Bear Creek (Sammamish River)	Sno-King Watershed Council	Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties	5303335	47.697600	-122.091300				51.9
163	111	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cold Creek	King County - DNRP	Ambient Monitoring	08BEA3321	47.754916	-122.104024	61.6	69.7	58.7	
164	119	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Colin Creek	King County - DNRP	Ambient Monitoring	08BEA3914	47.733020	-122.059980	79.9	72.5	40	
165	2660	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Colin Creek	City of Redmond	RPWS	COLIN-1	47.714500	-122.040400		23.8	26.5	
166	114	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Cottage Lake Creek	King County - DNRP	Ambient Monitoring	08BEA3571	47.744769	-122.088883	42.6	44.8	22.3	
167	1608	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Mackey Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	MacRed212	47.694974	-122.056067	83.6	77.8	53.6	
168	110	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	King County - DNRP	Ambient Monitoring	08BEA3312	47.703496	-122.092540	31.5	24	53.4	
169	2664	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-1	47.703400	-122.092800	53.1	39.6	38.2	
170	2665	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-2	47.705400	-122.100000	48.6	32.3	34.3	
171	2666	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-3	47.704000	-122.102200	22.5	20.4	20.2	
172	2667	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-4	47.703700	-122.102900	31.9	19.4	15.9	
173	2668	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Monticello Creek	City of Redmond	RPWS	MONT-5	47.709100	-122.104000		9.4	21.7	
174	644	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Perrigo Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	PerrRed182	47.688266	-122.104142	58.8	50.6	58.1	
175	521	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Regulatory Effectiveness	02O	47.711746	-122.052054	72.3	73		
176	522	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Regulatory Effectiveness	02P	47.706608	-122.054366	79.5	88.6		
177	116	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	King County - DNRP	Ambient Monitoring	08BEA3737	47.718328	-122.073941	92	78.2	67.1	
178	2669	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	City of Redmond	RPWS	SIDL-1	47.712800	-122.056100	40.8	26	21.4	
179	2670	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	City of Redmond	RPWS	SIDL-2	47.711800	-122.052000	35.3	39.6	58.2	
180	2671	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Seidel Creek	City of Redmond	RPWS	SIDL-3	47.706600	-122.054400	40	37.4	23	
181	1783	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Lower	47.685850	-122.081875	55.9	65.2	57.1	
182	947	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Middle	47.686306	-122.080869	65.7	55.7	67.9	
183	1958	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Ponds-Reach #1	47.684847	-122.086897	13.8	8.1	2.3	
184	1959	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Ponds-Reach #2	47.685453	-122.082442	51.3	62	44.4	
185	946	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Stensland Creek	King County - Roads	CIP Support	Stensland Upper	47.687381	-122.076594	42.5			
186	118	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Struve Creek	King County - DNRP	Ambient Monitoring	08BEA3826	47.733600	-122.058810	80.5	71.2	70.8	
187	2676	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Tylers Creek	City of Redmond	RPWS	TYLR-1	47.696400	-122.093500	26.5	18.8	13.4	
188	2677	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Bear Creek Subbasin	Tylers Creek	City of Redmond	RPWS	TYLR-2	47.698900	-122.098700	8.1	5.1	10.6	
189	165	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	King County - DNRP	Ambient Monitoring	08LAK3627	47.608584	-122.071866		48.9	64.1	
190	3025	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Ebright Creek	City of Sammamish	WQ Expansion	EBR	47.601558	-122.063481		23.5		
191	166	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Eden/George Davis Creek	King County - DNRP	Ambient Monitoring	08LAK3628	47.615284	-122.066971	61.1	63.5	20.8	
192	168	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Laughing Jacobs Creek	King County - DNRP	Ambient Monitoring	08LAK3879	47.565113	-122.050183	67.1	50.4	42.8	
193	3024	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Laughing Jacobs Creek	City of Sammamish	WQ Expansion	LJU	47.578403	-122.025125	6.1	1.9		
194	169	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Many Springs Creek	King County - DNRP	Ambient Monitoring	08LAK3880	47.569898	-122.053288	68.5	53.9	58.6	
195	163	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Pine Lake Creek	King County - DNRP	Ambient Monitoring	08LAK3540	47.600939	-122.080335	39	49.7	46.1	
196	3026	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Pine Lake Creek	City of Sammamish	WQ Expansion	PINE	47.590876	-122.060496		7.2		
197	3237	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Zackuse Creek	Snoqualmie Tribe	Zackuse Creek 2022	Zackuse_lower	47.610080	-122.069090		25.3		
198	3238	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Zackuse Creek	Snoqualmie Tribe	Zackuse Creek 2022	Zackuse_upper	47.609950	-122.065740		26.8		
199	3027	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	E Lake Sammamish Subbasin	Zackuse Creek	City of Sammamish	WQ Expansion	ZAK	47.610670	-122.069360	22.4	21.9	38.6	
200	144	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0107)	King County - DNRP	Ambient Monitoring	08EVA3642	47.679720	-122.077850	59.9	53.6	62.3	
201	143	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	King County - DNRP	Ambient Monitoring	08EVA3640	47.674662	-122.072706	37.4	50.2	60	
202	2659	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	City of Redmond	RPWS	EVALSS	47.675000	-122.072700	61.9			
203	2663	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108)	City of Redmond	RPWS	EVAMS	47.673300	-122.063200	64.2			
204	145	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0108A)	King County - DNRP	Ambient Monitoring	08EVA3813	47.673410	-122.063447	77.5	67	62.8	
205	142	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Evans Creek Subbasin	Evans Creek tributary (0111E)	King County - DNRP	Ambient Monitoring	08EVA3637	47.652960	-122.068410	36.4	47	53.8	
206	156	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Carey Creek	King County - DNRP	Ambient Monitoring	08ISS4724	47.427716	-121.978422	78.5	81.4	92	
207	153	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Fifteenmile Creek	King County - DNRP	Ambient Monitoring	08ISS4294	47.484906	-122.028632	70	80		
208	155	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	High Point Creek	King County - DNRP	Ambient Monitoring	08ISS4573	47.531946	-121.976205	82	90.7	72.6	
209	157	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Holder Creek	King County - DNRP	Ambient Monitoring	08ISS4730	47.433941	-121.971913	61.7	67.4	89.9	
210	158	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Holder Creek tributary	King County - DNRP	Ambient Monitoring	08ISS4735	47.470750	-121.964356	90.2	95.8	99.4	
211	150	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	Ambient Monitoring	08ISS3877	47.551207	-122.046876	78.9	64.7	75.3	
212	152	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	Ambient Monitoring	08ISS3962	47.538939	-122.042600	87.3	63.6	77.5	
213	159	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	Ambient Monitoring	08ISS4748	47.532008	-121.980821	95.9	53.4	58.1	
214	160	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	Ambient Monitoring	08ISS4884	47.525851	-121.941132	100	99.9	94.6	
215	171	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2585	47.758429	-122.160347	51.9	43.5	40.8	
216	172	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2602	47.839940	-122.162250	73	67.1	57.2	
217	173	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2603	47.844461	-122.162851	49.1	55.7	60.6	
218	174	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2682	47.763211	-122.156929	59.9	49.5	42.2	
219	175	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2685	47.778471	-122.154549		68.5		
220	176	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2692	47.811464	-122.158997	70.2	69.5	66.3	
221	177	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2781	47.790039	-122.144532	49.5	54.8	49.3	
222	183	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	North Creek	King County - DNRP	Ambient Monitoring	08NOR1750	47.852841	-122.222496	70.3	53.4	49.2	
223	187	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	North Creek	King County - DNRP	Ambient Monitoring	08NOR2306	47.778784	-122.187628	18.6	29.9	22.2	
224	3224	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	North Creek	City of Bothell	Bothell Bioassesment	COB05519-013032	47.782380	-122.190419		14.6		
225	186	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	North Creek tributary	King County - DNRP	Ambient Monitoring	08NOR2115	47.791242	-122.195243	34.1	36.4	24.2	
226	3223	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	North Creek tributary	City of Bothell	Bothell Bioassesment	COB 5519-000744	47.795881	-122.188603		37.2		
227	3222	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	North Creek tributary	City of Bothell	Bothell Bioassesment	COB05519-011576	47.797772	-122.226154		14.3		
228	3367	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	North Creek tributary	City of Bothell	Bothell Bioassesment	QC-2	47.797772	-122.226150			9.8	
229	2058	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	North Creek Subbasin	Palm Creek (Bothell)	City of Bothell	Bothell Bioassesment	PM-1	47.790892	-122.193664		42.8	48	
230	1606	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Clise Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	CliseRed214	47.661469	-122.124825	53.3	40.4	36.2	
231	2661	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Country Creek	City of Redmond	RPWS	CTRY-1	47.650400	-122.114900	7.8	10	12.6	
232	2662	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Country Creek	City of Redmond	RPWS	CTRY-2	47.647400	-122.119700	34.8	23.3	29	
233	193	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Gold Creek (Sammamish)	King County - DNRP	Ambient Monitoring	08SAM2865	47.742702	-122.141764	32.4	47.6	36.2	
234	1605	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	High School Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	HSRed210	47.709755	-122.124835	41.7	37.2	19.8	
235	188	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Peters Creek	King County - DNRP	Ambient Monitoring	08SAM0000	47.682628	-122.143714	11.7	7	4.7	
236	619	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Peters Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	PeteRed174	47.679738	-122.142957	7	4.4	5.5	
237	189	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Sammamish River tributary (0068)	King County - DNRP	Ambient Monitoring	08SAM1914	47.745483	-122.211857	27.6	27.2	26.2	
238	192	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Sammamish River tributary (0090)	King County - DNRP	Ambient Monitoring	08SAM2862	47.733381	-122.137220	50.8	58.1	61.6	
239	197	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Sammamish River tributary (0095D)	King County - DNRP	Ambient Monitoring	08SAM3047	47.720449	-122.124316	64.2	69.7	55.1	
240	196	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Sammamish River tributary (0095F)	King County - DNRP	Ambient Monitoring	08SAM3045	47.712241	-122.120570	29.7	35.4	30.5	
241	190	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Sammamish River tributary (0096D)	King County - DNRP	Ambient Monitoring	08SAM2674	47.729080	-122.152560	19.5	25.1	32.6	
242	191	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Sammamish River tributary (0101)	King County - DNRP	Ambient Monitoring	08SAM2855	47.696997	-122.131529	15.2	11.1	9	
243	2672	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Tosh Creek	City of Redmond	RPWS	TOSH-1	47.655000	-122.118000	26.3	25.4	22.4	
244	2673	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Tosh Creek	City of Redmond	RPWS	TOSH-2	47.652700	-122.118700	27.2	25.1	26.4	
245	2674	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Tosh Creek	City of Redmond	RPWS	TOSH-3	47.651500	-122.125400	8.3	13	9.5	
246	2675	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Tosh Creek	City of Redmond	RPWS	TOSH-4	47.651300	-122.125700	11.3	14.8	4	
247	1711	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Valley Estates Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	VECB229	47.696299	-122.137252	14.3	22.2	15.3	
248	2061	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Waynita Creek	City of Bothell	Bothell Bioassesment	WC-1	47.745099	-122.211531		9.5		
249	1709	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Sammamish River Subbasin	Willows Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	WLCRK1B231	47.688290	-122.141934	29.7	28.2	30.1	
250	181	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Swamp Creek Subbasin	Swamp Creek	King County - DNRP	Ambient Monitoring	08NOR1362	47.779822	-122.250431	43.1	41.9	33.7	
251	182	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Swamp Creek Subbasin	Swamp Creek	King County - DNRP	Ambient Monitoring	08NOR1370	47.770053	-122.244606	40.8	52.1	58.3	
252	167	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Tibbetts Creek Subbasin	Tibbetts Creek - Lower	King County - DNRP	Ambient Monitoring	08LAK3699	47.541782	-122.064195	51.4	54.7	26.2	
253	162	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Idylwood Creek	King County - DNRP	Ambient Monitoring	08LAK3121	47.641052	-122.106516	8.7	5.7	6.7	
254	613	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Idylwood Creek	City of Redmond	Annual Benthos Monitoring: 2016 - Ongoing	IdylRed168	47.643183	-122.102326	11.1	15	11.6	
255	3107	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Idylwood Creek	City of Bellevue	Macroinvertebrates	IdylwoodArdmore_21	47.635220	-122.111150		12.2	15.6	
256	3092	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	W Lake Sammamish Subbasin	Lewis Creek (Lake Sammamish)	City of Bellevue	Macroinvertebrates	LewisBelowLakemont_21	47.558020	-122.113070	57.1	41.4	28.4	
