Row,Site ID,WRIA,Basin,Subbasin,Stream,Agency,Project,Site Code,Latitude,Longitude,2020,2021,2022,2023,2024
121,129,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Lower Cedar River Subbasin,Webster Creek - Upper (0341),King County - DNRP,Ambient Monitoring,08CED5046,47.4277,-121.91545,80.1,63.6,85,97.1,95.5
122,517,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Lower Cedar River Subbasin,Webster Creek - Upper (0341),King County - DNRP,Regulatory Effectiveness,31Q,47.416394,-121.91938,93.3,89.3,90.9,,
123,3507,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Lyon Creek Subbasin,Lyon Creek,King County - DNRP,Integrated Streams Program,08WES_bug1,47.753052,-122.276916,,,,,42
124,201,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Lyon Creek Subbasin,Lyon Creek,King County - DNRP,Ambient Monitoring,08WES0905,47.759565,-122.28683,50.5,46.4,42.3,41.5,56.2
125,760,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Lyon Creek Subbasin,Lyon Creek,City of Lake Forest Park,Benthic Invertebrates,LyonLFPS35th,47.768,-122.29355,,29.5,32.4,26.3,51.9
126,761,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Lyon Creek Subbasin,Lyon Creek,City of Lake Forest Park,Benthic Invertebrates,LyonLFPSFiene,47.756917,-122.2834,,40,39.7,37.2,45.4
127,132,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,May Creek Subbasin,May Creek (Lake Washington),King County - DNRP,Ambient Monitoring,08EAS1964,47.529663,-122.200605,47.1,41.9,49.4,50.9,51.4
128,133,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,May Creek Subbasin,May Creek (Lake Washington),King County - DNRP,Ambient Monitoring,08EAS2058,47.519171,-122.194691,60,52.3,55.7,59.8,40.3
129,139,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,May Creek Subbasin,May Creek (Lake Washington),King County - DNRP,Ambient Monitoring,08EAS2631,47.518948,-122.163144,49.3,59.6,49,75.2,66.3
130,200,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,McAleer Creek Subbasin,McAleer Creek,King County - DNRP,Ambient Monitoring,08WES0903,47.752199,-122.281877,11.4,27.2,37.7,33.1,27.4
131,3113,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,McAleer Creek Subbasin,McAleer Creek,City of Lake Forest Park,Benthic Invertebrates,2900PerkinsWay,47.759895,-122.297523,,31.1,54.5,,
132,762,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,McAleer Creek Subbasin,McAleer Creek,City of Lake Forest Park,Benthic Invertebrates,McAlLFPS196th,47.7706,-122.3115,,,,39.9,49.6
133,763,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,McAleer Creek Subbasin,McAleer Creek,City of Lake Forest Park,Benthic Invertebrates,McAlLFPSAnmlAcres,47.755417,-122.28755,,41.7,37.4,49.6,31.9
134,3100,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Mercer Slough Subbasin,Sunset Creek,City of Bellevue,Macroinvertebrates,SunsetCC_21,47.56981,-122.14462,,1.2,13.4,15.3,10.4
135,3111,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Mercer Slough Subbasin,Sunset Creek,City of Bellevue,Macroinvertebrates,SunsetRavine_21,47.57923,-122.16187,,,4.8,,6.8
136,199,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Maple Leaf Creek,King County - DNRP,Ambient Monitoring,08WES0629,47.702708,-122.308342,5,3.6,5.5,22.1,4.3
137,469,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,95T,47.6967,-122.2777,5.3,13.4,,12.3,
138,475,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,KNKC,47.70232,-122.30861,15.4,3.8,4.3,14,
139,2681,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,KNKT_D,47.70109,-122.30756,12.7,9.6,4.3,16.5,
140,2682,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,KNKT_U,47.701401,-122.30841,15,9.4,,11.6,
141,2607,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,KNKT-U,47.701401,-122.30841,,,5.1,,
142,3028,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,LCPFP_1,47.719482,-122.303475,12.7,7.4,17.1,3.9,
143,3029,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,LCPFP_2,47.720926,-122.304972,12.8,6.9,6.2,8.8,
144,473,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,NFCC,47.71071,-122.2895,22.4,23.9,10.3,23,
145,471,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,NFCT,47.7069,-122.2899,11.4,7.5,10.9,31.3,
146,474,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,SFCC,47.70692,-122.29115,14.8,3.1,9,7.4,
147,476,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Project Evaluation,SFCT,47.706912,-122.290087,12.6,10.4,16.4,7.3,
148,3486,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,Sno-King Watershed Council,Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties,TCA001,47.70392,-122.31057,,,,,9.8
149,467,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,TMMA1199,47.706374,-122.290034,,16.9,,13.6,
150,46,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,TMMA3168,47.696096,-122.276095,,11.2,,14.3,10.8
151,47,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,TMMA8751,47.705096,-122.287017,,17.6,,16.3,
152,49,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,TNMA0609,47.724785,-122.314558,,14.1,,6.2,
153,51,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,TNMA7673,47.723404,-122.318472,,6.3,,6.4,
154,53,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,TSMA6612,47.706561,-122.318321,,3.8,,,
155,54,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Thornton Creek Subbasin,Thornton Creek,City of Seattle,Status & Trends,TSMA7774,47.704987,-122.298361,,8.6,,20,
156,128,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,Upper Cedar River Subbasin,Rock Creek (Upper Cedar),King County - DNRP,Ambient Monitoring,08CED5032,47.415086,-121.887131,68.3,97.4,15.3,99.5,89.2
157,198,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle N Subbasin,Ravenna Creek,King County - DNRP,Ambient Monitoring,08WES0622,47.673452,-122.310727,12.6,18.1,16.7,12.5,18.9
158,207,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Lake Washington tributary,King County - DNRP,Ambient Monitoring,08WES1579,47.483496,-122.227268,6.5,5,1.8,7.2,8
159,206,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Lake Washington tributary (0464B),King County - DNRP,Ambient Monitoring,08WES1490,47.503982,-122.227702,6.7,4.7,9.8,8.9,7.5
160,203,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Mapes Creek,King County - DNRP,Ambient Monitoring,08WES1037,47.518425,-122.268797,42.3,36.7,40.8,,28.3
161,2358,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Mapes Creek,City of Seattle,Project Evaluation,MA01,47.523639,-122.263647,11.3,5.7,8.3,16.4,
162,39,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Mapes Creek,City of Seattle,Status & Trends,MAMA6255,47.514485,-122.267667,23.2,,15.7,,
163,205,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),King County - DNRP,Ambient Monitoring,08WES1340,47.507869,-122.247582,22.6,18,16.7,28.4,31.7
164,22,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),City of Seattle,Status & Trends,TA03,47.508725,-122.248071,25.5,,32.5,,
165,516,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),City of Seattle,Status & Trends,TAEF6250,47.502649,-122.245946,33.1,,31.9,,
166,2984,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),City of Seattle,Project Evaluation,TAMA_CONF,47.503428,-122.2468,34.9,31.6,23.1,37.1,
167,2600,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),City of Seattle,Project Evaluation,TAMA_MOUTH,47.512192,-122.246307,21.7,28.6,26.9,26.7,
168,43,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),City of Seattle,Status & Trends,TAMA7468,47.506984,-122.247134,26.9,,14.7,,
169,44,WRIA 8 - Cedar-Sammamish,Cedar River / Lake Washington Basin,W Lake Washington - Seattle S Subbasin,Taylor Creek (W Lake Washington),City of Seattle,Status & Trends,TAWF4847,47.503047,-122.246759,12.3,,22.7,,
170,3219,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Boeing Creek Subbasin,Boeing Creek,University of Washington,Boeing Creek - Hidden Lake Dam Removal Biomonitoring,BC-DS1,47.750185,-122.371428,,,12.3,,
171,3220,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Boeing Creek Subbasin,Boeing Creek,University of Washington,Boeing Creek - Hidden Lake Dam Removal Biomonitoring,BC-DS2,47.749059,-122.373656,,,21.5,,
172,3217,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Boeing Creek Subbasin,Boeing Creek,University of Washington,Boeing Creek - Hidden Lake Dam Removal Biomonitoring,BC-US1,47.75338,-122.36815,,,25.8,,
173,3218,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Boeing Creek Subbasin,Boeing Creek,University of Washington,Boeing Creek - Hidden Lake Dam Removal Biomonitoring,BC-US2,47.754102,-122.365334,,,24.9,,
174,526,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Mohlendorph Creek,City of Seattle,Project Evaluation,MOHL,47.71256,-122.370743,,20.6,,7.8,
175,3505,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Pipers Creek,King County - DNRP,Integrated Streams Program,08PIP_bug1,47.711787,-122.37938,,,,,6.9
176,55,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Pipers Creek,City of Seattle,Status & Trends,PI01,47.710954,-122.372315,,17.2,,20,18.2
177,56,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Pipers Creek,City of Seattle,Status & Trends,PI02,47.705213,-122.364284,,23.5,,11.8,
178,40,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Pipers Creek,City of Seattle,Project Evaluation,PIMA6462,47.710676,-122.370107,,6.3,,11.1,
179,41,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Pipers Creek,City of Seattle,Status & Trends,PIMA7729,47.707693,-122.365004,,7.3,,4.3,
180,42,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Venema Creek,City of Seattle,Project Evaluation,PIVE1895,47.711097,-122.371805,,23.8,,23.6,13.7
181,527,WRIA 8 - Cedar-Sammamish,Puget Sound (Cedar-Sammamish) Basin,Pipers Creek Subbasin,Venema Creek,City of Seattle,Project Evaluation,VENE,47.712379,-122.369959,,31,,31.2,
182,3495,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),King County - DNRP,Integrated Streams Program,08BEA_bug1,47.667699,-122.122276,,,,,28.7
183,140,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),King County - DNRP,Ambient Monitoring,08BEA3474,47.677597,-122.098301,,44.8,,40,
184,115,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),King County - DNRP,Ambient Monitoring,08BEA3650,47.717871,-122.076997,76.6,67.4,58.3,56.7,48.1
185,117,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),King County - DNRP,Ambient Monitoring,08BEA3747,47.758758,-122.057993,63.6,46.8,49,46.3,65.7
186,3031,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),Sno-King Watershed Council,Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties,5303335,47.6976,-122.0913,64.6,,,,51.9
187,3357,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Bear Creek (Sammamish River),Sno-King Watershed Council,Sno-King Watershed Council benthic macroinvertebrate analysis of urban & suburban streams in King and Snohomish Counties,5303361,47.682914,-122.092689,,,,54.4,
188,111,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Cold Creek,King County - DNRP,Ambient Monitoring,08BEA3321,47.754916,-122.104024,60,61.6,69.7,58.7,56.4
189,119,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Colin Creek,King County - DNRP,Ambient Monitoring,08BEA3914,47.73302,-122.05998,72.3,79.9,72.5,40,90.2
190,2660,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Colin Creek,City of Redmond,RPWS,COLIN-1,47.7145,-122.0404,48.6,,23.8,26.5,
191,114,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Cottage Lake Creek,King County - DNRP,Ambient Monitoring,08BEA3571,47.744769,-122.088883,35.1,42.6,44.8,22.3,12.4
192,1608,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Mackey Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,MacRed212,47.694974,-122.056067,83.4,83.6,77.8,53.6,55.7
193,110,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Monticello Creek,King County - DNRP,Ambient Monitoring,08BEA3312,47.703496,-122.09254,43.9,31.5,24,53.4,43.1
194,2664,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Monticello Creek,City of Redmond,RPWS,MONT-1,47.7034,-122.0928,51.6,53.1,39.6,38.2,
195,2665,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Monticello Creek,City of Redmond,RPWS,MONT-2,47.7054,-122.1,28.6,48.6,32.3,34.3,
196,2666,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Monticello Creek,City of Redmond,RPWS,MONT-3,47.704,-122.1022,14.5,22.5,20.4,20.2,
197,2667,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Monticello Creek,City of Redmond,RPWS,MONT-4,47.7037,-122.1029,18,31.9,19.4,15.9,
198,2668,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Monticello Creek,City of Redmond,RPWS,MONT-5,47.7091,-122.104,24.2,,9.4,21.7,
199,644,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Perrigo Creek,City of Redmond,Annual Benthos Monitoring: 2016 - Ongoing,PerrRed182,47.688266,-122.104142,56,58.8,50.6,58.1,62.6
200,521,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Seidel Creek,King County - DNRP,Regulatory Effectiveness,02O,47.711746,-122.052054,68,72.3,73,,
201,522,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Seidel Creek,King County - DNRP,Regulatory Effectiveness,02P,47.706608,-122.054366,74.3,79.5,88.6,,
202,116,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Seidel Creek,King County - DNRP,Ambient Monitoring,08BEA3737,47.718328,-122.073941,66.1,92,78.2,67.1,74.3
203,2669,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Seidel Creek,City of Redmond,RPWS,SIDL-1,47.7128,-122.0561,44.5,40.8,26,21.4,
204,2670,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Seidel Creek,City of Redmond,RPWS,SIDL-2,47.7118,-122.052,44.5,35.3,39.6,58.2,
205,2671,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Seidel Creek,City of Redmond,RPWS,SIDL-3,47.7066,-122.0544,58.7,40,37.4,23,
206,1783,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Stensland Creek,King County - Roads,CIP Support,Stensland Lower,47.68585,-122.081875,74.5,55.9,65.2,57.1,42.3
207,947,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Stensland Creek,King County - Roads,CIP Support,Stensland Middle,47.686306,-122.080869,66.4,65.7,55.7,67.9,48.2
208,1958,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Stensland Creek,King County - Roads,CIP Support,Stensland Ponds-Reach #1,47.684847,-122.086897,8.3,13.8,8.1,2.3,
209,1959,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Stensland Creek,King County - Roads,CIP Support,Stensland Ponds-Reach #2,47.685453,-122.082442,47.4,51.3,62,44.4,59.6
210,946,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Stensland Creek,King County - Roads,CIP Support,Stensland Upper,47.687381,-122.076594,26.4,42.5,,,
211,118,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Struve Creek,King County - DNRP,Ambient Monitoring,08BEA3826,47.7336,-122.05881,87,80.5,71.2,70.8,79
212,2676,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Tylers Creek,City of Redmond,RPWS,TYLR-1,47.6964,-122.0935,3.9,26.5,18.8,13.4,
213,2677,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Bear Creek Subbasin,Tylers Creek,City of Redmond,RPWS,TYLR-2,47.6989,-122.0987,18.6,8.1,5.1,10.6,
214,165,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Ebright Creek,King County - DNRP,Ambient Monitoring,08LAK3627,47.608584,-122.071866,42.8,,48.9,64.1,64.6
215,3025,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Ebright Creek,City of Sammamish,WQ Expansion,EBR,47.601558,-122.063481,12.9,,23.5,,
216,166,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Eden/George Davis Creek,King County - DNRP,Ambient Monitoring,08LAK3628,47.615284,-122.066971,64.8,61.1,63.5,20.8,59.3
217,168,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Laughing Jacobs Creek,King County - DNRP,Ambient Monitoring,08LAK3879,47.565113,-122.050183,53.6,67.1,50.4,42.8,58.7
218,3024,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Laughing Jacobs Creek,City of Sammamish,WQ Expansion,LJU,47.578403,-122.025125,1.6,6.1,1.9,,
219,169,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Many Springs Creek,King County - DNRP,Ambient Monitoring,08LAK3880,47.569898,-122.053288,75.8,68.5,53.9,58.6,55.3
220,163,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Pine Lake Creek,King County - DNRP,Ambient Monitoring,08LAK3540,47.600939,-122.080335,46.3,39,49.7,46.1,42.1
221,3026,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Pine Lake Creek,City of Sammamish,WQ Expansion,PINE,47.590876,-122.060496,14.5,,7.2,,
222,3237,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Zackuse Creek,Snoqualmie Tribe,Zackuse Creek 2022,Zackuse_lower,47.61008,-122.06909,,,25.3,,
223,3238,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Zackuse Creek,Snoqualmie Tribe,Zackuse Creek 2022,Zackuse_upper,47.60995,-122.06574,,,26.8,,
224,3027,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,E Lake Sammamish Subbasin,Zackuse Creek,City of Sammamish,WQ Expansion,ZAK,47.61067,-122.06936,47.5,22.4,21.9,38.6,
225,144,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0107),King County - DNRP,Ambient Monitoring,08EVA3642,47.67972,-122.07785,64.5,59.9,53.6,62.3,50.7
226,143,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0108),King County - DNRP,Ambient Monitoring,08EVA3640,47.674662,-122.072706,61.9,37.4,50.2,60,52.6
227,2659,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0108),City of Redmond,RPWS,EVALSS,47.675,-122.0727,16.1,61.9,,,
228,2663,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0108),City of Redmond,RPWS,EVAMS,47.6733,-122.0632,59.9,64.2,,,
229,145,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0108A),King County - DNRP,Ambient Monitoring,08EVA3813,47.67341,-122.063447,72.5,77.5,67,62.8,47.4
230,142,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Evans Creek Subbasin,Evans Creek tributary (0111E),King County - DNRP,Ambient Monitoring,08EVA3637,47.65296,-122.06841,49.2,36.4,47,53.8,44.1
231,3498,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Carey Creek,King County - DNRP,Integrated Streams Program,08CED_bug2,47.422747,-121.960953,,,,,96.1
232,156,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Carey Creek,King County - DNRP,Ambient Monitoring,08ISS4724,47.427716,-121.978422,81.6,78.5,81.4,92,83.7
233,153,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Fifteenmile Creek,King County - DNRP,Ambient Monitoring,08ISS4294,47.484906,-122.028632,83.8,70,80,,71.3
234,155,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,High Point Creek,King County - DNRP,Ambient Monitoring,08ISS4573,47.531946,-121.976205,77.1,82,90.7,72.6,64.2
235,157,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Holder Creek,King County - DNRP,Ambient Monitoring,08ISS4730,47.433941,-121.971913,57.6,61.7,67.4,89.9,77.2
236,158,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Holder Creek tributary,King County - DNRP,Ambient Monitoring,08ISS4735,47.47075,-121.964356,96.9,90.2,95.8,99.4,85.2
237,3503,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek,King County - DNRP,Integrated Streams Program,08ISS_bug1,47.527135,-122.038507,,,,,75.9
238,150,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek,King County - DNRP,Ambient Monitoring,08ISS3877,47.551207,-122.046876,72.1,78.9,64.7,75.3,47.3
239,152,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek,King County - DNRP,Ambient Monitoring,08ISS3962,47.538939,-122.0426,71.7,87.3,63.6,77.5,75.6
240,159,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek - E Fork,King County - DNRP,Ambient Monitoring,08ISS4748,47.532008,-121.980821,44.9,95.9,53.4,58.1,62.9
241,160,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek - E Fork,King County - DNRP,Ambient Monitoring,08ISS4884,47.525851,-121.941132,94.7,100,99.9,94.6,100
242,151,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Issaquah Creek Subbasin,Issaquah Creek tributary (0198),King County - DNRP,Ambient Monitoring,08ISS3958,47.518325,-122.036396,,,,,56.8
243,171,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2585,47.758429,-122.160347,49.3,51.9,43.5,40.8,43.6
244,172,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2602,47.83994,-122.16225,74.8,73,67.1,57.2,56.1
245,173,WRIA 8 - Cedar-Sammamish,Sammamish River Basin,Little Bear Creek Subbasin,Little Bear Creek,King County - DNRP,Ambient Monitoring,08LIT2603,47.844461,-122.162851,55.3,49.1,55.7,60.6,41.5
