"Site.ID","Basin","Stream","Agency","Project","X2023","X2022","X2021","X2020","mean_BIBI","tercile_BIBI","trend_BIBI","long","lat","STATEFP","COUNTYFP","COUNTYNS","AFFGEOID","GEOID","NAME","NAMELSAD","STUSPS","STATE_NAME","LSAD","ALAND","AWATER","local100_imp_coverage","local200_imp_coverage","OBJECTID","TNMID","MetaSource","LoadDate","NonContrib","NonContr_1","AreaSqKm","AreaAcres","GNIS_ID","Name","States","HUC12","HUType","HUMod","ToHUC","Shape_Leng","Shape_Area","STATEFP.1","COUNTYFP.1","COUNTYNS.1","AFFGEOID.1","GEOID.1","NAME.1","NAMELSAD.1","STUSPS.1","STATE_NAME.1","LSAD.1","ALAND.1","AWATER.1","drainage_imp_coverage"
553,"Puget Sound (Duwamish-Green) Basin","Lakota Creek","City of Federal Way","Macroinvertebrate Sampling",45.7,27.3,18.4,17.9,27.325,"Low",9.23000000000001,-122.369636,47.325825,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0557142857142857,0.112765957446809,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
1,"Puget Sound (Duwamish-Green) Basin","Fauntleroy Creek","City of Seattle","Status & Trends",NA,51.5,NA,46.5,49,"Mid",2.50000000000037,-122.392214,47.522438,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.485714285714286,0.491928571428571,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
34,"Puget Sound (Duwamish-Green) Basin","Fauntleroy Creek","City of Seattle","Status & Trends",NA,38.8,NA,17.3,28.05,"Low",10.7500000000016,-122.386388,47.521366,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.299411764705882,0.366666666666667,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
515,"Puget Sound (Duwamish-Green) Basin","Schmitz Creek","City of Seattle","Status & Trends",NA,10.1,NA,14.2,12.15,"Low",-2.05000000000031,-122.401214,47.575194,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.000857142857142857,0.0556834532374101,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
1628,"Puget Sound (Duwamish-Green) Basin","Miller Creek","King County - DNRP","Miller-Walker",20.2,3.2,4.6,26.6,13.65,"Low",-2.06,-122.35451,47.44456,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.144444444444444,0.217536231884058,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
1635,"Puget Sound (Duwamish-Green) Basin","Miller Creek","King County - DNRP","Miller-Walker",16.5,14.9,8.8,8,12.05,"Low",3.16,-122.348134,47.447902,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.247714285714286,0.159855072463768,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
1600,"Puget Sound (Duwamish-Green) Basin","Walker Creek","King County - DNRP","Miller-Walker",33.8,46.1,43.9,41.4,41.3,"Mid",-2.06,-122.337736,47.452032,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0682352941176471,0.166906474820144,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
3063,NA,"Tributary to","Washington State Department of Ecology","Stormwater Action Monitoring for Puget Small Streams",NA,NA,NA,23.1,23.1,"Low",NA,-122.365473,47.322384,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0244117647058824,0.0628057553956834,693,"{FCF7427E-25B4-40F1-965E-C3F12403ACB7}",NA,"2013/01/18 07:09:32.000",0,0,137.24,33913.08,NA,"Miller Creek-Frontal East Passage","WA","171100190204","F","NM","171100191200",384827.285640685,1477324542.52846,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.496425942300179
3336,"Lower Puyallup River Basin","Hylebos Creek","Puyallup Tribe of Indians","Status and Trends",30.4,NA,NA,NA,30.4,"Low",NA,-122.32988,47.266667,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.104857142857143,0.120070921985816,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
3364,"Lower Puyallup River Basin","Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",44.7,NA,NA,NA,44.7,"Mid",NA,-122.3139,47.2603,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.00777777777777778,0.0943884892086331,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
3337,"Lower Puyallup River Basin","Hylebos Creek","Puyallup Tribe of Indians","Status and Trends",31.9,NA,NA,NA,31.9,"Low",NA,-122.329957,47.273264,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.136571428571429,0.119640287769784,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
543,"Lower Puyallup River Basin","W Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",68.7,60,52.5,53.2,58.6,"Mid",5.4,-122.3206,47.279381,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0346875,0.0411888111888112,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
1782,"Lower Puyallup River Basin","W Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",59.2,46.3,53.8,53.9,53.3,"Mid",0.840000000000005,-122.319514,47.280641,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0341176470588235,0.0676811594202898,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
548,"Lower Puyallup River Basin","W Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",49.6,35.1,54.1,43.8,45.65,"Mid",-0.159999999999998,-122.328428,47.268283,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.055,0.157428571428571,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
549,"Lower Puyallup River Basin","W Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",49.1,41.6,38.9,25.9,38.875,"Low",7.23,-122.329236,47.273086,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.26972972972973,0.147625899280576,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
550,"Lower Puyallup River Basin","W Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",36.9,43.6,33,18.1,32.9,"Low",6.7,-122.329531,47.274106,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.160571428571429,0.117826086956522,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
541,"Lower Puyallup River Basin","W Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",36.7,30.9,31.1,53,37.925,"Low",-4.91,-122.328142,47.276875,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0,0.0582142857142857,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
542,"Lower Puyallup River Basin","W Hylebos Creek","City of Federal Way","Macroinvertebrate Sampling",34.9,40.6,20.3,NA,31.9333333333333,"Low",7.29999999999675,-122.328389,47.27775,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.01,0.0623404255319149,694,"{0748E74E-9D54-4B2D-8B3B-005CE3DC0D08}",NA,"2013/01/18 07:09:32.000",0,0,88.29,21817.58,NA,"Hylebos Creek-Frontal Commencement Bay","WA","171100190205","F","LE,TF,GC,CD","171100191200",290414.601126007,950341734.577643,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.41770526550647
2661,"Sammamish River Basin","Country Creek","City of Redmond","RPWS",12.6,10,7.8,13.3,10.925,"Low",0.00999999999999925,-122.1149,47.6504,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.465714285714286,0.363525179856115,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
2662,"Sammamish River Basin","Country Creek","City of Redmond","RPWS",29,23.3,34.8,42.5,32.4,"Low",-5.2,-122.1197,47.6474,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.256944444444444,0.2875,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
167,"Sammamish River Basin","Tibbetts Creek - Lower","King County - DNRP","Ambient Monitoring",26.2,54.7,51.4,74.5,51.7,"Mid",-14.16,-122.064195,47.541782,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.384324324324324,0.4205,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
162,"Sammamish River Basin","Idylwood Creek","King County - DNRP","Ambient Monitoring",6.7,5.7,8.7,11.9,8.25,"Low",-1.86,-122.106516,47.641052,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.280571428571429,0.358405797101449,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
613,"Sammamish River Basin","Idylwood Creek","City of Redmond","Annual Benthic Monitoring",11.6,15,11.1,8.2,11.475,"Low",1.41,-122.102326,47.643183,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0735294117647059,0.117028985507246,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
3107,"Sammamish River Basin","Idylwood Creek","City of Bellevue","Macroinvertebrates",15.6,12.2,NA,NA,13.9,"Low",3.40000000000161,-122.11115,47.63522,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.354054054054054,0.350642857142857,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
3092,"Sammamish River Basin","Lewis Creek (Lake Sammamish)","City of Bellevue","Macroinvertebrates",28.4,41.4,57.1,NA,42.3,"Mid",-14.3499999999959,-122.11307,47.55802,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.102285714285714,0.279347826086957,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
576,"Sammamish River Basin","Lewis Creek (Lake Sammamish)","City of Bellevue","Macroinvertebrates",42.3,51.5,NA,NA,46.9,"Mid",-9.20000000000437,-122.093,47.567,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.216486486486486,0.22273381294964,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
575,"Sammamish River Basin","Lewis Creek (Lake Sammamish)","City of Bellevue","Macroinvertebrates",46.1,23.5,28.5,NA,32.7,"Low",8.79999999999883,-122.099,47.562,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.3190625,0.305422535211268,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
1941,"Sammamish River Basin","Lewis Creek (Lake Sammamish)","City of Bellevue","Macroinvertebrates",57.4,67.5,61.5,NA,62.1333333333333,"Mid",-2.05000000000016,-122.1148,47.5575,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.507714285714286,0.391294964028777,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
161,"Sammamish River Basin","Vasa Creek","King County - DNRP","Ambient Monitoring",16.7,2.2,19,15.8,13.425,"Low",-1.41,-122.113038,47.578488,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.488571428571429,0.335724637681159,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
1649,"Sammamish River Basin","Vasa Creek","City of Bellevue","Macroinvertebrates",22.5,12.8,13.3,NA,16.2,"Low",4.59999999999919,-122.137434,47.56596,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.238571428571429,0.309929078014184,711,"{5DA5D2C8-2B4D-4687-837C-1B8EE36EEAC1}",NA,"2013/01/18 07:09:32.000",0,0,115.36,28506,NA,"Lake Sammamish-Sammamish River","WA","171100120202","S","NM","171100120304",209041.612019831,1241886560.00602,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.222247897520713
182,"Sammamish River Basin","Swamp Creek","King County - DNRP","Ambient Monitoring",58.3,52.1,40.8,41.1,48.075,"Mid",6.29,-122.244606,47.770053,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0165714285714286,0.111086956521739,714,"{AF24D764-EA90-497A-98D5-374058004BFE}","{03B301A7-B6EE-45CA-82EB-B23F182901DD}","2016/03/24 18:12:39.000",0,0,64.26,15879.6,NA,"Swamp Creek","WA","171100120303","S","NM","171100120304",172927.570489856,691925848.47934,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.32169897377423
171,"Sammamish River Basin","Little Bear Creek","King County - DNRP","Ambient Monitoring",40.8,43.5,51.9,49.3,46.375,"Mid",-3.39,-122.160347,47.758429,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.513783783783784,0.560357142857143,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
174,"Sammamish River Basin","Little Bear Creek","King County - DNRP","Ambient Monitoring",42.2,49.5,59.9,41.7,48.325,"Mid",-0.889999999999997,-122.156929,47.763211,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.481142857142857,0.50290780141844,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
1606,"Sammamish River Basin","Clise Creek","City of Redmond","City of Redmond Annual Benthic Monitoring",36.2,40.4,53.3,42.9,43.2,"Mid",-3.3,-122.124825,47.661469,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.233333333333333,0.164388489208633,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
193,"Sammamish River Basin","Gold Creek (Sammamish)","King County - DNRP","Ambient Monitoring",36.2,47.6,32.4,44.8,40.25,"Low",-1.06,-122.141764,47.742702,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.109722222222222,0.091726618705036,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
1605,"Sammamish River Basin","High School Creek","City of Redmond","City of Redmond Annual Benthic Monitoring",19.8,37.2,41.7,60.9,39.9,"Low",-12.78,-122.124835,47.709755,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.01,0.1085,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
188,"Sammamish River Basin","Peters Creek","King County - DNRP","Ambient Monitoring",4.7,7,11.7,7.3,7.675,"Low",-1.25,-122.143714,47.682628,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.745625,0.801785714285714,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
619,"Sammamish River Basin","Peters Creek","City of Redmond","Annual Benthic Monitoring",5.5,4.4,7,1.9,4.7,"Low",0.819999999999999,-122.142957,47.679738,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.665,0.698958333333333,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
189,"Sammamish River Basin","Sammamish River tributary (0068)","King County - DNRP","Ambient Monitoring",26.2,27.2,27.6,11.9,23.225,"Low",4.25,-122.211857,47.745483,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.238285714285714,0.251079136690647,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
192,"Sammamish River Basin","Sammamish River tributary (0090)","King County - DNRP","Ambient Monitoring",61.6,58.1,50.8,62,58.125,"Mid",0.609999999999999,-122.13722,47.733381,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0531428571428571,0.0934782608695652,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
197,"Sammamish River Basin","Sammamish River tributary (0095D)","King County - DNRP","Ambient Monitoring",55.1,69.7,64.2,67.2,64.05,"Mid",-3.08,-122.124316,47.720449,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0517142857142857,0.113262411347518,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
196,"Sammamish River Basin","Sammamish River tributary (0095F)","King County - DNRP","Ambient Monitoring",30.5,35.4,29.7,61.6,39.3,"Low",-8.76,-122.12057,47.712241,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0571428571428571,0.0883333333333333,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
190,"Sammamish River Basin","Sammamish River tributary (0096D)","King County - DNRP","Ambient Monitoring",32.6,25.1,19.5,24.3,25.375,"Low",3.05,-122.15256,47.72908,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.0428571428571429,0.0973381294964029,715,"{79FF5045-5613-4C6B-8E1E-9E48820D9854}",NA,"2013/01/18 07:09:32.000",0,0,106.3,26266.15,NA,"Bear Creek-Sammamish River","WA","171100120304","S","PD,AD","171100120400",301979.085513018,1144431562.23139,"53","033","01531933","0500000US53033","53033","King","King County","WA","Washington","06",5479337396,496938967,0.366194240040599
